"id","name","address","city","latitude","longitude"
300,"CHASE","171 W 57TH ST","NEW YORK",40.76522,-73.979155
301,"CHASE","9 W 57TH ST","NEW YORK",40.76388,-73.975001
302,"CAPITAL ONE BANK","57 W 57TH ST # 2","NEW YORK",40.764068,-73.976408
303,"BANK OF AMERICA","4 W 57TH ST","NEW YORK",40.762999,-73.974184
304,"INDUSTRIAL & COMMERCIAL BANK","725 5TH AVE # 20","NEW YORK",40.762469,-73.974247
305,"BANCO POPULAR","11 W 51ST ST","NEW YORK",40.75978,-73.97763
306,"HERALD NATIONAL BANK","623 5TH AVE # 11","NEW YORK",40.758522,-73.97713
307,"TRISTATE CAPITAL BANK","623 5TH AVE","NEW YORK",40.758522,-73.97713
308,"DORAL BANK","623 5TH AVE # 13","NEW YORK",40.758522,-73.97713
309,"DEPFA BANK PLC","623 5TH AVE # 22","NEW YORK",40.758522,-73.97713
310,"CHASE","51 W 51ST ST # 4","NEW YORK",40.760067,-73.978758
311,"BANK OF AMERICA","25 W 51ST ST","NEW YORK",40.75999,-73.978151
312,"MERCANTIL COMMERCEBANK","11 E 51ST ST","NEW YORK",40.75893,-73.975611
313,"NATIONAL BANK-EGYPT","40 E 52ND ST # 22","NEW YORK",40.7589809,-73.974524
314,"BANK OF THAILAND","40 E 52ND ST","NEW YORK",40.7589809,-73.974524
315,"DEPFA BANK PLC NEW YORK","10 E 50TH ST","NEW YORK",40.758218,-73.976585
316,"M&T BANK","350 PARK AVE # 6","NEW YORK",40.7583,-73.973721
317,"VALLEY NATIONAL BANK","350 PARK AVE # 3","NEW YORK",40.7583,-73.973721
318,"HUDSON VALLEY BANK","350 PARK AVE # 2401","NEW YORK",40.7583,-73.973721
319,"FIRST REPUBLIC BANK","1230 AVENUE OF THE AMERICAS","NEW YORK",40.75841,-73.979831
320,"HUNTINGTON BANCSHARES INC","1230 AVENUE OF THE AMERICAS #7","NEW YORK",40.75841,-73.979831
321,"COTIA TRADING USA LTD","1230 AVENUE OF THE AMERICAS","NEW YORK",40.75841,-73.979831
322,"INTERVEST NATIONAL BANK","1 ROCKEFELLER PLZ # 4","NEW YORK",40.757808,-73.979366
323,"CITIBANK","1 ROCKEFELLER PLZ # 1","NEW YORK",40.757808,-73.979366
324,"BANK OF FUKUOKA LTD","1 ROCKEFELLER PLZ # 120","NEW YORK",40.757808,-73.979366
325,"UNITED BANK FOR AFRICA PLC","1 ROCKEFELLER PLZ # 8","NEW YORK",40.757808,-73.979366
326,"WELLS FARGO BANK","49 ROCKEFELLER PLZ","NEW YORK",40.759259,-73.978281
327,"KEY BANK","45 ROCKEFELLER PLZ # 630","NEW YORK",40.759175,-73.978345
328,"GREAT BANC TRUST CO","45 ROCKEFELLER PLZ","NEW YORK",40.759175,-73.978345
329,"AGRICULTURAL BANK OF CHINA","45 ROCKEFELLER PLZ # 630","NEW YORK",40.759175,-73.978345
330,"LAZARD PRIVATE FUND ADVISORY","30 ROCKEFELLER PLZ # 50","NEW YORK",40.758474,-73.979047
331,"TD BANK","75 ROCKEFELLER PLZ","NEW YORK",40.759414,-73.977219
332,"BANCO DE LA PROVINCIA DE","609 5TH AVE # 10","NEW YORK",40.75747,-73.977251
333,"RZB AUSTRIA","609 5TH AVE","NEW YORK",40.75747,-73.977251
334,"D Z BANK AG","609 5TH AVE","NEW YORK",40.75747,-73.977251
335,"BANK OF AMERICA","592 5TH AVE","NEW YORK",40.7573,-73.97862
336,"UNITED OVERSEAS BANK LTD","592 5TH AVE # 10","NEW YORK",40.7573,-73.97862
337,"CHASE","589 5TH AVE # 2","NEW YORK",40.75694,-73.977831
338,"BANK LEUMI USA","579 5TH AVE # A","NEW YORK",40.75663,-73.97801
339,"BANK LEUMI PRIVATE BANKING","579 5TH AVE # 1","NEW YORK",40.75663,-73.97801
340,"BANK LEUMI","579 5TH AVE # A","NEW YORK",40.75663,-73.97801
341,"HSBC BANK","1271 AVENUE OF THE AMERICAS #1","NEW YORK",40.76054,-73.980991
342,"AURORA BANK","1271 AVE OF THE AMERICAS # 46A","NEW YORK",40.76054,-73.980991
343,"HOLLIDAY FENOGLIO FOWLER LP","1301 AVENUE OF THE AMERICAS","NEW YORK",40.76175,-73.980031
344,"DEKA BANK","1330 AVE OF THE AMERICAS # 23","NEW YORK",40.762086,-73.978746
345,"CALYON NEW YORK","1301 AVENUE OF THE AMERICAS #7","NEW YORK",40.76175,-73.980031
346,"BANK OF THAILAND NY RPRSNTTV","1270 AVE OF THE AMERICAS # 27","NEW YORK",40.760222,-73.980116
347,"BANCO DE LA REPUBLICA ORIENTAL","1270 AVENUE OF THE AMERICAS","NEW YORK",40.760222,-73.980116
348,"CHASE","1290 AVENUE OF THE AMERICAS","NEW YORK",40.7609109,-73.979603
349,"CITIBANK","640 5TH AVE","NEW YORK",40.75961,-73.977031
350,"HELLMOLD ASSOCIATES INC","640 5TH AVE","NEW YORK",40.75961,-73.977031
351,"CITIBANK","55TH ST","NEW YORK",40.761674,-73.974907
352,"VAKIFBANK","680 5TH AVE # 23","NEW YORK",40.76099,-73.97587
353,"G H PARTNERS LLC","712 5TH AVE # 1102","NEW YORK",40.76229,-73.9751
354,"JAPAN BANK-INTL","712 5TH AVE # 26","NEW YORK",40.76229,-73.9751
355,"JC FLOWERS INCO LLC","717 5TH AVE # 25","NEW YORK",40.762164,-73.974471
356,"HSBC BANK","666 5TH AVE","NEW YORK",40.76037,-73.9767
357,"UFJ TRUST CO OF NEW YORK","666 5TH AVE # 33","NEW YORK",40.76037,-73.9767
358,"TOYO TRUST CO OF NEW YORK","666 5TH AVE # 33","NEW YORK",40.76037,-73.9767
359,"SHOKO CHUKIN BANK","666 5TH AVE # 1407","NEW YORK",40.76037,-73.9767
360,"STERLING NATIONAL BANK","650 5TH AVE # 4","NEW YORK",40.759801,-73.976366
361,"HANA BANK","650 5TH AVE # 1501","NEW YORK",40.759801,-73.976366
362,"N H BANK","650 5TH AVE # 24","NEW YORK",40.759801,-73.976366
363,"SAN-IN GODO BANK LTD","650 5TH AVE # 1600","NEW YORK",40.759801,-73.976366
364,"DELTA NATIONAL BANK & TRUST CO","650 5TH AVE # 26","NEW YORK",40.759801,-73.976366
365,"BURNHAM HILL CAPITOL","650 5TH AVE","NEW YORK",40.759801,-73.976366
366,"WILMINGTON TRUST FSB","520 MADISON AVE # 3300","NEW YORK",40.76027,-73.97438
367,"WELLS FARGO BANK","540 MADISON AVE","NEW YORK",40.76092,-73.973771
368,"METROPOLITAN BANK & TRUST CO","10 E 53RD ST # 2","NEW YORK",40.760024,-73.975037
369,"ARAB BANK PLC","520 MADISON AVE # 202","NEW YORK",40.76027,-73.97438
370,"BANQUE TRANSATLANTQUE","520 MADISON AVE","NEW YORK",40.76027,-73.97438
371,"EURO CANADIAN BANK","520 MADISON AVE","NEW YORK",40.76027,-73.97438
372,"INTERAUDI BANK","19 E 54TH ST","NEW YORK",40.76072,-73.97403
373,"BANCO DE SANTANDER INC","45 E 53RD ST # 16","NEW YORK",40.759646,-73.973849
374,"SANTANDER CENTRAL HISPANO","45 E 53RD ST","NEW YORK",40.759646,-73.973849
375,"CHUO MITSUI TRUST & BANKING","527 MADISON AVE # 4","NEW YORK",40.76002,-73.9735
376,"SUMITOMO TRUST & BANKING CO US","527 MADISON AVE","NEW YORK",40.76002,-73.9735
377,"CHOU MITSUI TRUST & BANKING CO","527 MADISON AVE # 4","NEW YORK",40.76002,-73.9735
378,"WELLS FARGO BANK","12 E 49TH ST # 37","NEW YORK",40.757553,-73.976968
379,"ROYAL BANK-CANADA","12 E 49TH ST # 35","NEW YORK",40.757553,-73.976968
380,"LOMBARD ODIER INC","12 E 49TH ST","NEW YORK",40.757553,-73.976968
381,"WELLS FARGO BANK","437 MADISON AVE","NEW YORK",40.75736,-73.97539
382,"TD BANK","444 MADISON AVE","NEW YORK",40.757722,-73.975781
383,"NORDEA BANK FINLAND PLC","437 MADISON AVE # 21","NEW YORK",40.75736,-73.97539
384,"BANCO INTERNATIONAL SA","437 MADISON AVE","NEW YORK",40.75736,-73.97539
385,"CAPITAL ONE BANK","424 MADISON AVE # 2","NEW YORK",40.75718,-73.976391
386,"SQUARE 1 BANK","424 MADISON AVE # 601","NEW YORK",40.75718,-73.976391
387,"REPUBLIC BANK FOR SAVINGS","415 MADISON AVE","NEW YORK",40.756659,-73.976378
388,"KRUNG THAI BANK","415 MADISON AVE","NEW YORK",40.756659,-73.976378
389,"SIGNATURE BANK","300 PARK AVE # 2","NEW YORK",40.7570399,-73.9747
390,"FIRST REPUBLIC BANK","320 PARK AVE # 3","NEW YORK",40.75768,-73.974211
391,"CAPITAL ONE BANK","320 PARK AVE # 4","NEW YORK",40.75768,-73.974211
392,"STANDARD BANK OF SOUTH AFRICA","320 PARK AVE","NEW YORK",40.75768,-73.974211
393,"KOREA DEVELOPMENT BANK","320 PARK AVE # 32","NEW YORK",40.75768,-73.974211
394,"BANCO ESPIRITO","320 PARK AVE # 29","NEW YORK",40.75768,-73.974211
395,"BANK OF AMERICA","1886 BROADWAY","NEW YORK",40.77077,-73.981571
396,"CHASE","1860 BROADWAY","NEW YORK",40.769718,-73.981926
397,"CHASE","2099 BROADWAY","NEW YORK",40.779578,-73.981904
398,"BANK OF AMERICA","2077 BROADWAY","NEW YORK",40.778691,-73.982135
399,"APPLE BANK FOR SAVINGS","2100 BROADWAY","NEW YORK",40.77976,-73.981191
400,"WELLS FARGO BANK","2040 BROADWAY","NEW YORK",40.777074,-73.981917
401,"CITIBANK","170 W 72ND ST","NEW YORK",40.77819,-73.981411
402,"CHASE","2030 BROADWAY # 1","NEW YORK",40.776688,-73.981936
403,"CAPITAL ONE BANK","2025 BROADWAY # 1","NEW YORK",40.776654,-73.982301
404,"CITIBANK","162 AMSTERDAM AVE","NEW YORK",40.775535,-73.983972
405,"TD BANK","1995 BROADWAY # 1","NEW YORK",40.77546,-73.982581
406,"CHASE","335 COLUMBUS AVE","NEW YORK",40.779824,-73.976949
407,"CAPITAL ONE BANK","175 W 72ND ST # 1","NEW YORK",40.778342,-73.980848
408,"CHASE","260 COLUMBUS AVE","NEW YORK",40.77746,-73.978836
409,"HSBC BANK","301 COLUMBUS AVE","NEW YORK",40.7787299,-73.977401
410,"CHASE","941 LEXINGTON AVE","NEW YORK",40.768447,-73.963568
411,"CHASE","801 MADISON AVE","NEW YORK",40.76876,-73.967281
412,"CHASE","35 E 72ND ST","NEW YORK",40.77186,-73.964881
413,"CITIBANK","976 MADISON AVE","NEW YORK",40.7745489,-73.963503
414,"CHASE","1025 MADISON AVE","NEW YORK",40.7761349,-73.962183
415,"SIGNATURE BANK","1020 MADISON AVE # 4","NEW YORK",40.7760799,-73.96258
416,"HSBC BANK","1002 MADISON AVE","NEW YORK",40.7755099,-73.96303
417,"BANK OF AMERICA","1143 LEXINGTON AVE","NEW YORK",40.775,-73.958789
418,"FIRST REPUBLIC BANK","148 E 79TH ST","NEW YORK",40.774871,-73.958826
419,"EMIGRANT SAVINGS BANK","1174 LEXINGTON AVE","NEW YORK",40.775939,-73.958268
420,"BANK OF AMERICA","1066 LEXINGTON AVE","NEW YORK",40.772691,-73.960631
421,"HSBC BANK","1340 3RD AVE","NEW YORK",40.772711,-73.95853
422,"CHASE","1003 LEXINGTON AVE","NEW YORK",40.77058,-73.961841
423,"CITIBANK","171 E 72ND ST","NEW YORK",40.770126,-73.961342
424,"WELLS FARGO BANK","731 LEXINGTON AVE","NEW YORK",40.76157,-73.967631
425,"BRITTANIA HOLDINGS","250 E 54TH ST","NEW YORK",40.7573299,-73.967151
426,"BANK AUDI","250 E 54TH ST","NEW YORK",40.7573299,-73.967151
427,"CAPITAL ONE BANK","1034 2ND AVE","NEW YORK",40.75749,-73.96613
428,"CAPITAL ONE BANK","643 LEXINGTON AVE","NEW YORK",40.759191,-73.970319
429,"STERLING NATIONAL BANK","425 PARK AVE # 3","NEW YORK",40.7604299,-73.971031
430,"BANCO VOTORANTIM SEC INC","126 E 56TH ST # 9R","NEW YORK",40.760391,-73.970104
431,"SHANGHAI COMMERCIAL BANK","125 E 56TH ST","NEW YORK",40.76068,-73.970061
432,"TD BANK","880 3RD AVE # C","NEW YORK",40.75802,-73.969541
433,"BAYERNLB","560 LEXINGTON AVE # 22","NEW YORK",40.7568499,-73.972631
434,"G E CREDIT CORP","570 LEXINGTON AVE","NEW YORK",40.7569839,-73.972092
435,"CITIBANK NA","399 PARK AVE","NEW YORK",40.75907,-73.971671
436,"CHASE","360 PARK AVE","NEW YORK",40.7588999,-73.973211
437,"CITIBANK","399 PARK AVE","NEW YORK",40.75907,-73.971671
438,"MOELIS & CO","399 PARK AVE # 5","NEW YORK",40.75907,-73.971671
439,"VAKIFBANK","399 PARK AVE","NEW YORK",40.75907,-73.971671
440,"SHIZUOKA BANK LTD","600 LEXINGTON AVE # 4","NEW YORK",40.75806,-73.971591
441,"BANCO LATINAMERICANO-EXPRTCNS","600 LEXINGTON AVE # 12","NEW YORK",40.75806,-73.971591
442,"BANCO DO ESTADO DE SAO PAULO","399 PARK AVE # 39","NEW YORK",40.75907,-73.971671
443,"BANCO DE BOGOTA NY","375 PARK AVE # 3407","NEW YORK",40.75845,-73.972121
444,"MC CONNELL WETENHALL & CO","375 PARK AVE # 2004","NEW YORK",40.75845,-73.972121
445,"INTERNATIONAL BANK-AZERBAI JAN","375 PARK AVE # 2502","NEW YORK",40.75845,-73.972121
446,"BANK OF AMERICA","345 PARK AVE","NEW YORK",40.75775,-73.972421
447,"J P MORGAN","345 PARK AVE # L-2","NEW YORK",40.75775,-73.972421
448,"DEUTSCHE BANK","345 PARK AVE # 1","NEW YORK",40.75775,-73.972421
449,"CAPITAL ONE BANK","845 3RD AVE # 1","NEW YORK",40.759104,-73.969419
450,"GULF BANK","520 MAD AV","NEW YORK",40.759104,-73.969419
451,"SVENSKA HANDELS BANKEN","875 3RD AVE # 4","NEW YORK",40.759104,-73.969419
452,"DORAL BANK","875 3RD AVE # 4","NEW YORK",40.759104,-73.969419
453,"PNC CAPITAL MARKET","450 PARK AVE # 1202","NEW YORK",40.759104,-73.969419
454,"FREDERICKS MICHAEL & CO","430 PARK AVE # 801","NEW YORK",40.759104,-73.969419
455,"AUSTRIAN NATIONAL BANK","450 PARK AVE # 1202","NEW YORK",40.759104,-73.969419
456,"CHASE","850 3RD AVE","NEW YORK",40.7569,-73.97051
457,"WESTDEUTSCHE IMMOBILIEN BANK","850 3RD AVE # 21","NEW YORK",40.7569,-73.97051
458,"WESTDEUTSCHE LANDESBANK","850 3RD AVE # 21","NEW YORK",40.7569,-73.97051
459,"STATE STREET CORP","601 LEXINGTON AVE # 153","NEW YORK",40.757921,-73.971243
460,"CITIBANK","601 LEXINGTON AVE # LL1","NEW YORK",40.757921,-73.971243
461,"CHUGOKU BANK LTD","150 E 52ND ST","NEW YORK",40.757575,-73.971177
462,"COMMONWEALTH BANK OF AUSTRALIA","599 LEXINGTON AVE # 1701","NEW YORK",40.7578599,-73.970741
463,"AMSOUTH CAPITAL CORP","599 LEXINGTON AVE","NEW YORK",40.7578599,-73.970741
464,"WELLS FARGO BANK","866 3RD AVE","NEW YORK",40.757451,-73.969663
465,"HONG KONG MONETARY AUTHORITY","115 E 54TH ST # 3","NEW YORK",40.7595999,-73.971351
466,"ATLANTIC BANK","405 PARK AVE # 1","NEW YORK",40.75972,-73.97165
467,"CHASE","410 PARK AVE # 2","NEW YORK",40.7602899,-73.972251
468,"NORTHERN TRUST BANK","65 E 55TH ST # 24","NEW YORK",40.760721,-73.972511
469,"WELLS FARGO ADVISORS","535 MADISON AVE # 16","NEW YORK",40.7604299,-73.97326
470,"CITY NATIONAL BANK","400 PARK AVE # 7","NEW YORK",40.76005,-73.972441
471,"MALAYAN BANKING BERHAD","400 PARK AVE # 9","NEW YORK",40.76005,-73.972441
472,"G H VENTURE","410 PARK AVE # 1710","NEW YORK",40.7602899,-73.972251
473,"CITIC BANK INTL LTD","410 PARK AVE # 18","NEW YORK",40.7602899,-73.972251
474,"CHINA MERCHANT BANK","535 MADISON AVE","NEW YORK",40.7604299,-73.97326
475,"BANK OF EAST ASIA","410 PARK AVE","NEW YORK",40.7602899,-73.972251
476,"HSBC BANK","555 MADISON AVE","NEW YORK",40.76117,-73.97267
477,"CAULDWELL BANKER HUNT","555 MADISON AVE","NEW YORK",40.76117,-73.97267
478,"FIRST NATIONAL METALS","575 MADISON AVE","NEW YORK",40.76175,-73.972669
479,"UNI BANCO","555 MADISON AVE","NEW YORK",40.76117,-73.97267
480,"CHASE","445 PARK AVE # 5","NEW YORK",40.76109,-73.97064
481,"CITIBANK","460 PARK AVE","NEW YORK",40.76202,-73.97099
482,"WELLS FARGO BANK","445 PARK AVE # 9","NEW YORK",40.76109,-73.97064
483,"KOREA EXCHANGE BANK NY BRANCH","460 PARK AVE # 1401","NEW YORK",40.76202,-73.97099
484,"PARK AVENUE BANK NA","460 PARK AVE # 1301","NEW YORK",40.76202,-73.97099
485,"RICHTER & CO INC","450 PARK AVE","NEW YORK",40.76145,-73.971082
486,"KOREA EXCHANGE BANK","460 PARK AVE # 14","NEW YORK",40.76202,-73.97099
487,"DEXIA BANK","445 PARK AVE # 500","NEW YORK",40.76109,-73.97064
488,"BANCO MERCANTIL DE SAO PAULO","450 PARK AVE","NEW YORK",40.76145,-73.971082
489,"SIGNATURE BANK","950 3RD AVE # 901A","NEW YORK",40.7601999,-73.968091
490,"ATLANTIC BANK OF NEW YORK","936 3RD AVE","NEW YORK",40.759706,-73.968017
491,"CITIBANK","974 3RD AVE","NEW YORK",40.761106,-73.966992
492,"BANK OF AMERICA","988 3RD AVE","NEW YORK",40.76156,-73.966656
493,"CAPITAL ONE BANK","991 3RD AVE","NEW YORK",40.76152,-73.966221
494,"CHASE","993 2ND AVE","NEW YORK",40.75666,-73.967531
495,"BANK OF AMERICA","900 3RD AVE","NEW YORK",40.75871,-73.96909
496,"SEVENSKA HANDELS BANKER","875 3RD AVE","NEW YORK",40.757657,-73.969347
497,"BANCO INDUSTRIAL DE VENEZEULA","900 3RD AVE # 1400","NEW YORK",40.75871,-73.96909
498,"BANK ENGARA MALAYSIA","900 3RD AVE # 1804","NEW YORK",40.75871,-73.96909
499,"CHASE","919 3RD AVE # 3","NEW YORK",40.75896,-73.967581
500,"BNP PARIBAS","919 3RD AVE","NEW YORK",40.75896,-73.967581
501,"NEW YORK COMMUNITY TRUST","909 3RD AVE # 22","NEW YORK",40.7582899,-73.967901
502,"CAPITAL ONE BANK","502 PARK AVE # 3","NEW YORK",40.76325,-73.970311
503,"TD BANK","500 PARK AVE # A","NEW YORK",40.76289,-73.97035
504,"BANCA MONTE DEI PASCHI DI","55 E 59TH ST # 9","NEW YORK",40.76349,-73.970631
505,"MODERN BANK NA","667 MADISON AVE # 2","NEW YORK",40.7645,-73.970311
506,"MODERN BANK","667 MADISON AVE # 2","NEW YORK",40.7645,-73.970311
507,"GRUSS & CO","667 MADISON AVE # 3","NEW YORK",40.7645,-73.970311
508,"CHASE","510 PARK AVE # A","NEW YORK",40.76351,-73.96989
509,"DEUTSCHE BUNDESBANK","499 PARK AVE # 25","NEW YORK",40.7625299,-73.9696
510,"CITIBANK","785 5TH AVE","NEW YORK",40.76454,-73.972331
511,"CHASE","610 MADISON AVE","NEW YORK",40.762968,-73.971947
512,"MODERN BANK","5 E 59TH ST # 3","NEW YORK",40.76419,-73.97224
513,"HONG KONG & SHANGHAI BANKING","5 E 59TH ST","NEW YORK",40.76419,-73.97224
514,"MORGAN GUARANTY TRUST CO","616 MADISON AVE","NEW YORK",40.763155,-73.97181
515,"CHASE","745 5TH AVE","NEW YORK",40.76324,-73.973161
516,"BANK OF AMERICA","767 5TH AVE","NEW YORK",40.764049,-73.973101
517,"ITAU SECURITIES","767 5TH AVE","NEW YORK",40.764049,-73.973101
518,"BANCO ITAU SA","767 5TH AVE # 5004","NEW YORK",40.764049,-73.973101
519,"CHASE","726 MADISON AVE","NEW YORK",40.76666,-73.96944
520,"CITIBANK","757 MADISON AVE","NEW YORK",40.767511,-73.96846
521,"EMIGRANT SAVINGS BANK","812 LEXINGTON AVE","NEW YORK",40.76449,-73.966617
522,"VISCOGLIOSI & CO LLC","505 PARK AVE # 1400","NEW YORK",40.76293,-73.969271
523,"CHASE","770 LEXINGTON AVE","NEW YORK",40.76316,-73.967871
524,"CHASE","1180 2ND AVE","NEW YORK",40.7625299,-73.962481
525,"CITIBANK","1078 3RD AVE","NEW YORK",40.764367,-73.964611
526,"CHASE","1100 3RD AVE","NEW YORK",40.765056,-73.964115
527,"BANK OF AMERICA","1107 3RD AVE","NEW YORK",40.765201,-73.963845
528,"SOVEREIGN BANK","1062 3RD AVE","NEW YORK",40.763873,-73.964972
529,"TD BANK","1091 3RD AVE","NEW YORK",40.764675,-73.964223
530,"DATA BANK NY","250 E 63RD ST","NEW YORK",40.763531,-73.963642
531,"CAPITAL ONE BANK","1295 2ND AVE","NEW YORK",40.766251,-73.960305
532,"VALLEY NATIONAL BANK","1328 2ND AVE","NEW YORK",40.76758,-73.958861
533,"CHASE","1191 3RD AVE","NEW YORK",40.767914,-73.961863
534,"CAPITAL ONE BANK","1180 3RD AVE","NEW YORK",40.767655,-73.962216
535,"HSBC BANK","1165 3RD AVE","NEW YORK",40.7670159,-73.962514
536,"ROYAL BANK OF SCOTLAND","101 PARK AVE # 10","NEW YORK",40.765526,-73.96533
537,"APPLE BANK FOR SAVINGS","1168 1ST AVE","NEW YORK",40.76284,-73.95897
538,"CHASE","360 E 57TH ST","NEW YORK",40.758587,-73.963735
539,"CITIBANK","1044 1ST AVE","NEW YORK",40.758267,-73.962868
540,"CHASE","1006 1ST AVE","NEW YORK",40.7570899,-73.96311
541,"CHASE","994 1ST AVE","NEW YORK",40.75668,-73.9637
542,"M&T BANK","401 E 55TH ST # 1","NEW YORK",40.75703,-73.963764
543,"APPLE BANK FOR SAVINGS","4 IRVING PL","NEW YORK",40.734097,-73.988606
544,"CHASE","233 3RD AVE","NEW YORK",40.736614,-73.984683
545,"AMALGAMATED BANK","301 3RD AVE","NEW YORK",40.7389,-73.982671
546,"CHASE","230 PARK AVE S # A","NEW YORK",40.73776,-73.988284
547,"BANK OF AMERICA","240 PARK AVE S","NEW YORK",40.73808,-73.98821
548,"SOVEREIGN BANK","251 PARK AVE S # A","NEW YORK",40.73834,-73.987311
549,"TD BANK","260 PARK AVE S # 1","NEW YORK",40.7389499,-73.987761
550,"FLUSHING SAVINGS BANK","225 PARK AVE S # 2","NEW YORK",40.73714,-73.987881
551,"CITIBANK","115 E 23RD ST # 1","NEW YORK",40.7401199,-73.98543
552,"BANK OF AMERICA","345 PARK AVE S","NEW YORK",40.74151,-73.985247
553,"AMERICA BANK-FLUSHING BRANCH","241 5TH AVE","NEW YORK",40.744346,-73.987459
554,"HABIB AMERICAN BANK","99 MADISON AVE","NEW YORK",40.74467,-73.984861
555,"LAKELAND BANK INC","230 5TH AVE # 2006","NEW YORK",40.7440699,-73.987825
556,"CHASE","225 5TH AVE # B","NEW YORK",40.743823,-73.98784
557,"CATHAY BANK","235 5TH AVE","NEW YORK",40.74409,-73.987291
558,"CHASE","386 PARK AVE S","NEW YORK",40.74306,-73.984851
559,"DORAL BANK","387 PARK AVE S # 9","NEW YORK",40.74271,-73.98396
560,"CHASE","450 3RD AVE","NEW YORK",40.743866,-73.97956
561,"BANCO POPULAR","441 2ND AVE","NEW YORK",40.73952,-73.980231
562,"BANK OF AMERICA","399 3RD AVE","NEW YORK",40.742085,-73.980677
563,"CHASE","501 2ND AVE","NEW YORK",40.74138,-73.97881
564,"M&T BANK","397 1ST AVE","NEW YORK",40.737098,-73.978471
565,"CHASE","333 E 23RD ST # 3","NEW YORK",40.737605,-73.980067
566,"ESQUIRE BANK","20 E 46TH ST # 302","NEW YORK",40.755522,-73.977967
567,"CHINA TRUST BANK","366 MADISON AVE # 8","NEW YORK",40.75525,-73.977781
568,"CHINATRUST COMMERCIAL BANK","366 MADISON AVE","NEW YORK",40.75525,-73.977781
569,"LLOYDS BANK CORPORATE MARKETS","1095 AVE OF THE AMERICAS # 33C","NEW YORK",40.75465,-73.98476
570,"CHINA CONSTRUCTION BANK INC","1095 AVE OF THE AMERICAS # 33C","NEW YORK",40.75465,-73.98476
571,"STANDARD CHARTERED BANK","1095 AVE OF THE AMERICAS # 37","NEW YORK",40.75465,-73.98476
572,"SAFRA NATIONAL BANK OF NY","1095 AVENUE OF THE AMERICAS","NEW YORK",40.75465,-73.98476
573,"BANK OF AMERICA","115 W 42ND ST","NEW YORK",40.75539,-73.98471
574,"BB&T","1133 AVE OF THE AMERICAS #2702","NEW YORK",40.75605,-73.983861
575,"CHIBA BANK LTD","1133 AVE OF THE AMERICAS #1516","NEW YORK",40.75605,-73.983861
576,"SIGNATURE BANK","565 5TH AVE # 9","NEW YORK",40.756174,-73.978842
577,"KEY BANK","575 5TH AVE","NEW YORK",40.7565439,-73.978572
578,"KOOKMIN BANK","565 5TH AVE # 24","NEW YORK",40.756174,-73.978842
579,"CITIBANK","1 PARK AVE # 4","NEW YORK",40.74586,-73.98145
580,"BANK OF BARODA","1 PARK AVE","NEW YORK",40.74586,-73.98145
581,"FIRST NATIONAL BANK-LONG ISLND","232 MADISON AVE # 1","NEW YORK",40.75,-73.982001
582,"CITIBANK","411 5TH AVE # A","NEW YORK",40.7503499,-73.982701
583,"MARATHON NATIONAL BANK OF NY","267 5TH AVE # A","NEW YORK",40.74529,-73.986431
584,"SHINHAN BANK AMERICA","313 5TH AVE # 1","NEW YORK",40.74681,-73.985231
585,"BNB BANK","250 5TH AVE # 1","NEW YORK",40.74501,-73.987601
586,"BROADWAY NATIONAL BANK","250 5TH AVE # 1","NEW YORK",40.74501,-73.987601
587,"CITIBANK","22 W 32ND ST # 2","NEW YORK",40.74751,-73.986941
588,"PUSAN BANK","29 W 30TH ST","NEW YORK",40.74679,-73.98789
589,"WILSHIRE STATE BANK","308 5TH AVE # 1","NEW YORK",40.74695,-73.986061
590,"VALLEY NATIONAL BANK","295 5TH AVE # A","NEW YORK",40.7463519,-73.986003
591,"SHINHAN BANK AMERICA","330 5TH AVE # 4","NEW YORK",40.747563,-73.985285
592,"NARA BANK","16 W 32ND ST # 1","NEW YORK",40.74742,-73.986721
593,"WILSHIRE STATE BANK","11 W 32ND ST","NEW YORK",40.7477099,-73.98623
594,"BANK OF AMERICA","1293 BROADWAY","NEW YORK",40.749524,-73.988051
595,"WOORI AMERICA BANK","35 W 35TH ST # 6","NEW YORK",40.75002,-73.98567
596,"CHASE","1260 BROADWAY","NEW YORK",40.74844,-73.9877
597,"BANK OF AMERICA","100 W 33RD ST # 901","NEW YORK",40.749086,-73.988316
598,"WOORI AMERICA BANK","1250 BROADWAY # 16","NEW YORK",40.747938,-73.988163
599,"HANVITAMERICA BANK","1250 BROADWAY","NEW YORK",40.747938,-73.988163
600,"INDUSTRIAL BANK OF KOREA","1250 BROADWAY # 3701","NEW YORK",40.747938,-73.988163
601,"KOREA COMMERCIAL BANK OF NY","1250 BROADWAY # 1","NEW YORK",40.747938,-73.988163
602,"CAPITAL ONE BANK","10 E 34TH ST # A","NEW YORK",40.748192,-73.984112
603,"CHASE","349 5TH AVE","NEW YORK",40.74811,-73.984381
604,"BANK OF AMERICA","350 5TH AVE","NEW YORK",40.748389,-73.984682
605,"IDB BANK","350 5TH AVE # 2001","NEW YORK",40.748389,-73.984682
606,"AMERICAN CHINESE INTL CORP","350 5TH AVE # 7313","NEW YORK",40.748389,-73.984682
607,"FIRST BLACK REPUBLIC","350 5TH AVE","NEW YORK",40.748389,-73.984682
608,"COLDWELL BANKER","390 5TH AVE","NEW YORK",40.749739,-73.983695
609,"TD BANK","401 5TH AVE # 3","NEW YORK",40.750074,-73.983295
